279,12781,thought,noun,the process or result of thinking
281,12783,understanding,noun,the ability to understand something; comprehension
282,12784,ignorance,noun,the state of lacking knowledge or awareness in general.
283,12785,consciousness,noun,one' s awareness or perception of something.
286,12788,idea,noun,a thought as to a course of action or an event
288,12790,discovery,noun,the action or process of discovering or being discovered.
315,12817,categorization,noun,the act of categorizing
318,12820,classification,noun,a category into which something is put
322,12824,interpretation,noun,explanation; the act or result of interpreting
342,12844,category,noun,Classifications created by shared similarity 
345,12847,consideration,noun,careful thought
347,12849,contemplation,noun,the action of contemplating.
349,12851,deliberation,noun,the action or process of engaging in long and careful consideration
352,12854,meditation,noun,a discourse expressing considered thoughts on a subject
357,12859,reflection,noun,serious thought or consideration.
362,12864,thought,noun,an idea or opinion produced by thinking or occurring suddenly in the mind.
365,12867,conclusion,noun,a judgement or decision reached by reasoning
367,12869,deduction,noun,a conclusion that has been deduced
368,12870,guess,noun,an estimate or conjecture
371,12873,inference,noun,a conclusion reached on the basis of evidence and reasoning.
373,12875,realization,noun,realization is a derivative of realize
386,12888,discrimination,noun,recognition and understanding of the difference between one thing and another
394,12896,argument,noun,a set of reasons given in support of something.
411,12913,evidence,noun, information indicating whether a belief or proposition is true or valid. 
416,12918,proof,noun,evidence establishing a fact or the truth of a statement.
419,12921,credence [lend],noun,"(in construction with ""lend"") believability, likelihood of being true."
423,12925,demonstration,noun,To show to be true
434,12936,expectation,noun,belief that something will happen or be the case.
435,12937,prediction,noun,a specific idea of what will happen.
436,12938,premonition,noun,a strong feeling that something is about to happen.
441,12943,concoction,noun,the process or result of creating or devising (a story or plan)
442,12944,contrivance,noun,the action of devising or planning something using skill and artifice. 
451,12953,invention [process],noun,"the action of creating, making up, or designing something"
454,12956,design,noun,the art or action of conceiving of and producing a plan or drawing before something is built
455,12957,invention [artifact],noun,the entity produced by the invention process.
457,12959,admiration,noun,positive response (emotional or spoken) to the good qualities of someone or something
462,12964,appreciation,noun,"Perceptive recognition of value, significance or qualities."
463,12965,approbation,noun,approval; praise.
465,12967,blame,noun, responsibility for a fault or wrong.
467,12969,contempt,noun,the feeling that a person or a thing is worthless or beneath consideration
470,12972,damnation,noun,condemnation to eternal punishment in hell
473,12975,disapproval,noun,the act or state of disapproving
476,12978,disdain,noun,the feeling that someone or something is unworthy of one' s consideration or respect.
479,12981,disrespect,noun,lack of respect or courtesy. 
480,12982,esteem,noun, respect and admiration. 
482,12984,fault,noun,an unattractive or unsatisfactory feature
486,12988,scorn,noun,contempt or disdain expressed openly
489,12991,stigma,noun,"a mark of disgrace associated with a particular circumstance, quality, or person."
491,12993,stricture,noun, a sternly critical remark
497,12999,reverence,noun,deep respect.
498,13000,mockery,noun,mass noun ridicule
499,13001,exaltation,noun,the action of exalting.
500,13002,accolade,noun,something granted as a special honour or in recognition of merit.
501,13003,vilification,noun,the  of speaking or writing about someone in a abusively disparaging manner. 
503,13005,respect,noun,a feeling of deep admiration for someone elicited by their qualities or achievements.
506,13008,reproach,noun,a feeling of disapproval or disappointment. 
514,13016,absurdity,noun,wild inappropriateness or incongruity
516,13018,astuteness,noun,astuteness is a derivative of astute
518,13020,brilliance,noun,brilliance is a derivative of brilliant
524,13026,carelessness,noun,carelessness is a derivative of careless
534,13036,discernment,noun,discernment is a derivative of discerning
536,13038,enlightenment,noun,the state of being enlightened
538,13040,foolishness,noun,"behavior lacking in sense, judgment, or discretion"
571,13073,wit,noun,the capacity for inventive thought and quick understanding; keen intelligence.
576,13078,sense,noun,a mental recognition of good and bad
577,13079,common sense,noun, practical knowledge acquired through experience
579,13081,analysis,noun,a detailed examination of the elements or structure of something.
581,13083,investigation,noun,an act of carrying out a systematic or formal inquiry into (an incident or allegation) so as to establish the truth.
583,13085,perusal,noun,the act of perusing.
587,13089,scrutiny,noun,critical observation or examination. 
588,13090,search,noun,an act of searching. 
590,13092,study,noun,a detailed investigation and analysis of a subject or situation. 
592,13094,survey,noun,an act of surveying.
594,13096,analyst,noun,a person who conducts analysis
597,13099,inspector,noun,an official who ensures that regulations are obeyed.
602,13104,surveyor,noun,"a person who surveys land, buildings, etc. as a profession."
607,13109,sweep,noun,an act of searching a place for something
610,13112,once-over,noun,"a rapid inspection, search, or piece of work."
618,13120,monitoring,noun,the act of observing and checking over a period of time.
620,13122,surveillance,noun,"close observation, especially of a suspected spy or criminal."
621,13123,surveillance [entity],noun,tools or equipment that allow surveillance.
625,13127,examination,noun,the act of conducting an inspection of an area
626,13128,reconnaissance,noun,a preliminary surveillance
645,13147,honesty,noun,the quality of being honest
647,13149,bluntness,noun,the quality of being blunt
648,13150,candour,noun,the quality of being open and honest. 
649,13151,forthrightness,noun,being  direct and outspoken
652,13154,earnestness,noun,being serious and sincere in intention
657,13159,covenant,noun,a solemn agreement
659,13161,oath,noun,"a solemn promise, often invoking a divine witness, as to the truth of something or as a commitment to future action"
660,13162,pledge,noun,a solemn promise or undertaking
662,13164,promise,noun,an assurance that one will do something or that something will happen
665,13167,threat,noun,"a statement of an intention to inflict injury, damage, or other hostile action as retribution. "
668,13170,undertaking,noun,a formal pledge or promise to do something.
670,13172,vow,noun,a solemn promise.
672,13174,commitment,noun,a pledge or undertaking.
675,13177,communication,noun,the action of communicating
677,13179,debate,noun, a formal discussion in a public meeting or legislative assembly
679,13181,dialog,noun,discussion directed towards exploration of a subject or resolution of a problem.
681,13183,discussion,noun,consideration of a question or issue in open debate
682,13184,exchange,noun,a short conversation or argument
683,13185,meeting,noun,a discussion 
684,13186,conference,noun,"a formal meeting of people with a shared interest, typically taking place over several days. "
686,13188,parley,noun,"a conference between opposing sides in a dispute, especially regarding an armistice"
687,13189,interlocutor,noun,a person who takes part in a dialogue
688,13190,discussant,noun,somebody who participates in a formal discussion
689,13191,negotiation,noun,discussion with others to try to reach an agreement or compromise
691,13193,talk,noun,formal discussions or negotiations over a period.
692,13194,consultation,noun,a discussion between two parties in which advice or information is being shared. 
696,13198,expression,noun, the action of expressing something
698,13200,formulation,noun,the action of formulating.
703,13205,wording,noun,the words used to express something; the way in which something is expressed.
704,13206,phrasing,noun,the way a text is formulated
715,13217,signal,noun,a gesture conveying information or an instruction
742,13244,babble,noun,"foolish, excited, or confused talk."
803,13305,inquiry,noun,a question or a series of questions
805,13307,interrogation,noun,the act of interrogating somebody
806,13308,query,noun,"a question, especially one expressing doubt."
808,13310,question,noun,a sentence worded or expressed so as to elicit information. 
810,13312,questioning,noun,the act of questioning a person
813,13315,appeal,noun,make a serious or heartfelt request
817,13319,command,noun,an authoratative order
819,13321,demand,noun,"an insistent and peremptory request, made as of right."
822,13324,entreaty,noun,a request
824,13326,order,noun,an authoritative command or direction
826,13328,petition,noun,"an appeal or request; a formal written request, typically signed by many people, appealing to authority in respect of a cause"
827,13329,plea,noun,a request made in an urgent and emotional manner
829,13331,request,noun,asking politely or formally for something
836,13338,call,noun,a request made in a relatively formal manner
838,13340,invitation,noun,"a request for someone to do something (usually, attend an event)"
839,13341,answer,noun,"something said, written, or done as a reaction to a question, statement, or situation."
841,13343,comeback,noun,a quick reply to a critical remark.
844,13346,rejoinder,noun,a sharp or witty reply
845,13347,reply,noun,a spoken or written response to something spoken or written
848,13350,response,noun,an instance of responding; an answer or reaction.
849,13351,retort,noun,"a sharp, angry, or witty reply."
851,13353,riposte,noun,reply quickly or cleverly
853,13355,reaction,noun,Verbal response
857,13359,admission,noun,a confession.
858,13360,allegation,noun,the act of alleging
861,13363,announcement,noun,the act of announcing
863,13365,assertion,noun,the act of asserting
868,13370,claim,noun,an assertion of the truth of something
870,13372,comment,noun,a remark expressing an opinion or reaction
872,13374,concession,noun,a usually reluctant acknowledgment of a fact
873,13375,conjecture,noun,an opinion or conclusion based on incomplete information. 
876,13378,contention,noun,an assertion.
877,13379,declaration,noun,a formal or explicit statement or announcement
879,13381,denial,noun,the action of denying something.
881,13383,exclamation,noun,exclamation is a derivative of exclaim
886,13388,mention,noun,a reference to someone or something. 
890,13392,proclamation,noun,proclamation is a derivative of proclaim
892,13394,pronouncement,noun,pronouncement is a derivative of pronounce
893,13395,proposal,noun,a plan or suggestion
895,13397,proposition,noun,an option for future action
900,13402,remark,noun,a comment
902,13404,report,noun,an account given of a matter after investigation or consideration
907,13409,statement,noun,a definite or clear expression of something in speech or writing 
911,13413,insistence,noun,forceful statement 
912,13414,explanation,noun,"the act of explaining, making something clear"
918,13420,avowal,noun,an open declaration or confession.
920,13422,acknowledgment,noun,the action of acknowledging.
925,13427,promulgation,noun,a formal proclomation
926,13428,message,noun,a communication that addresses the speaker' s or authors feelings 
930,13432,caution,noun,A statement intended to convey potential danger or risk.
942,13444,big mouth,noun,an indiscreet or boastful person. 
953,13455,loquacity,noun,talkativeness
954,13456,loudmouth,noun,"informal a person who talks too much, especially tactlessly. "
955,13457,chatterbox,noun,informal a person who chatters. 
956,13458,reticence,noun,the act of not revealing one' s thoughts or feelings readily
967,13469,obsession,noun,the state of being obsessed.
1036,13538,revulsion,noun,a sense of disgust and loathing. 
1037,13539,vexation,noun,the state of being vexed or annoyed
1038,13540,anger,noun,"a strong feeling of annoyance, displeasure, or hostility."
1039,13541,anguish,noun,severe mental suffering
1040,13542,agony,noun,extreme suffering.
1041,13543,annoyance,noun,the state of being annoyed
1042,13544,despondency,noun,depression from loss of hope or courage.
1043,13545,disquiet,noun,a feeling of anxiety. 
1044,13546,elation,noun,a state of joyfulness and hapiness
1045,13547,bafflement,noun,confusion
1046,13548,astonishment,noun,great amazement or surprise
1047,13549,bewilderment,noun,in a state of confusion and uncertainty
1048,13550,perplexity,noun,the state of being puzzled or perplexed.
1049,13551,puzzlement,noun,the state of being confused and bewildered
1050,13552,stupefaction,noun,the state of being extremely astonished
1051,13553,mystification,noun,the state of being bewildered of perplexed
1052,13554,dismay,noun,consternation and distress. 
1053,13555,discomfiture,noun,uneasiness or embarassment
1054,13556,disgruntlement,noun,the state of being disgruntled or discontented
1055,13557,disorientation,noun,the state of being confused about one' s position in the world.
1056,13558,discouragement,noun,a state of having been deprived of hope or courage.
1057,13559,glumness,noun,being in a state of dejection
1058,13560,disconcertion,noun,the state of being disconcerted
1059,13561,displeasure,noun,a feeling of annoyance or dissatisfaction.
1060,13562,dejection,noun,the state of being depressed and dejected
1061,13563,sorrow,noun,a feeling of deep distress caused by loss or disappointment. 
1062,13564,embarrassment,noun,the state of being self-conscious and ill at ease
1063,13565,exhilaration,noun,the state of being excited and elated
1064,13566,disappointment,noun,a feeling of being disappointed 
1065,13567,exasperation,noun,the state of being angry or irritated
1066,13568,agitation,noun,the state of being emotionally disturbed
1067,13569,amusement,noun,the state or experience of finding something funny. 
1068,13570,boredom,noun,the state of being weary from repition or tediousness
1069,13571,distress,noun,extreme anxiety or suffering. 
1071,13573,excitement,noun,a state of emotional arousal
1072,13574,gratification,noun,the state of being pleased and satisfied
1073,13575,heartbreak,noun,overwhelming distress. 
1074,13576,horror,noun,"an intense feeling of fear, shock, or disgust or intense dismay."
1075,13577,mortification,noun,embarrassment or humiliation
1076,13578,sadness,noun,the feeling of being sad
1077,13579,sympathy,noun,feelings of pity and sorrow for someone else' s misfortune
1087,13589,chagrin,noun,annoyance or shame at having failed
1092,13594,delight,noun,a great pleasure
1095,13597,despair,noun, the complete loss or absence of hope
1121,13623,glee,noun,great delight
1122,13624,grief,noun,"intense sorrow, especially caused by someone' s death."
1123,13625,mourning,noun,the experience or expression of deep sorrow for someone who has died. 
1141,13643,interest,noun,a quality exciting curiosity or holding the attention
1142,13644,concern,noun,worry; anxiety.
1145,13647,fury,noun,extreme anger.
1146,13648,outrage,noun,anger or disgust
1149,13651,bitterness,noun,the state of being resentful
1152,13654,misery,noun,A destitute or depressing situation.
1232,13734,vexation,noun,the act of harassing or vexing or the state of being vexed 
1233,13735,shocker,noun,"a person or thing that shocks, especially through being unacceptable or sensational."
1270,13772,surprise,noun,an unexpected or astonishing thing.
1272,13774,trouble,noun,a feeling of being disturbed
1315,13817,hatred,noun, intense dislike.
1316,13818,empathy,noun,the ability to empathize. 
1318,13820,compassion,noun,sympathetic pity and concern for the sufferings or misfortunes of others. 
1324,13826,dread,noun,great fear or apprehension
1325,13827,dislike,noun,a feeling of aversion or distaste.
1326,13828,enjoyment,noun,the state of enjoying something
1327,13829,desperation,noun,"a state of despair, especially as resulting in rash or extreme behaviour"
1328,13830,envy,noun,"discontented or resentful longing aroused by another' s possessions, qualities, or luck"
1329,13831,loathing,noun,a feeling of extreme disgust
1330,13832,pity,noun,the feeling of sorrow and compassion caused by the sufferings of others
1331,13833,regret,noun,"a feeling of sorrow, repentance, or disappointment"
1332,13834,resentment,noun,bitterness; indignation.
1333,13835,adoration,noun,the state of adoring; profound love
1334,13836,abhorrence,noun,the act or feeling of abhorring
1335,13837,relish,noun,great enjoyment
1336,13838,detestation,noun,intense dislike
1345,13847,fulfillment,noun,satisfaction.
1346,13848,satisfaction,noun,the state of having one' s desires sated.
1353,13855,comfort,noun,consolation for grief or anxiety
1354,13856,solace,noun,comfort or consolation in time of distress.
1355,13857,pleasure,noun,feeling of happy satisfaction and enjoyment.
1358,13860,antipathy,noun,a deep-seated feeling of aversion
1367,13869,discomfort,noun,a state of mental distress
1377,13879,cure,noun,"a substance, treatment, or remedy that cures a disease, condition, or problem"
1381,13883,rehabilitation,noun,the action or proicess of restoring to health or normal life by training and therapy after addiction or illness
1383,13885,treatment,noun,medical care for an illness or injury.
1386,13888,healer,noun,somebody who heals
1388,13890,curative,noun,a curative medicine or agent
1389,13891,alleviation,noun,to make a condition more bearable 
1390,13892,remedy,noun,a medicine or treatment for a disease or injury
1394,13896,palliation,noun,making the effects of a disease less severe for the patient (without curing the disease itself)
1395,13897,palliative,noun,a palliative remedy or medicine.
1397,13899,therapy,noun,treatment intended to relieve or heal a disorder. 
1399,13901,therapist,noun,somebody specializing in a particular course of treatment or rehabilitation
1404,13906,convalescence,noun,the state of recovering from an illness or medical treatment.
1407,13909,recovery,noun,an act or the process of recovering. 
1409,13911,recuperation,noun,the state of recuperating
1413,13915,allergy,noun,a damaging immune response by the body to a substance to which it has become hypersensitive
1415,13917,sensitivity,noun,the quality or condition of being sensitive to slight changes or influences
1417,13919,susceptibility,noun,likelihood of being influenced or harmed by a particular thing
1418,13920,death,noun,the action or fact of dying or being killed.
1419,13921,demise,noun,a person' s death.
1422,13924,terminator,noun,(slang) person who kills.
1426,13928,starvation,noun,the fact of suffering or dying from hunger
1434,13936,suffocation,noun,death due to lack of oxygen caused by an obstruction of the airway.
1435,13937,mortality,noun,the death of a person or other entity
1436,13938,end,noun,death; ' meet'  used as a support verb
1437,13939,approach,noun,an act of approaching
1439,13941,arrival,noun,the act of arriving
1443,13945,entrance,noun,an act of entering
1444,13946,return,noun,an act of returning.
1446,13948,visit,noun,an act of visiting
1454,13956,entry,noun,an act or the action of entering.
1455,13957,influx,noun,the arrival or entry of large numbers of people or things.
1515,14017,pursuit,noun,mass noun the action of pursuing.
1516,14018,pursuer,noun,somebody who follows another person in order to catch or attack
1528,14030,departure,noun,the action of departing.
1530,14032,disappearance,noun,the act of ceasing to be visible
1531,14033,escape,noun,an act of escaping.
1539,14041,exit,noun,an act of leaving.
1540,14042,exodus,noun,"a mass departure of people, especially emigrants."
1564,14066,emptying,noun,the act of emptying
1571,14073,disarmament,noun,"the act of causing an individual (organization, nation, etc.) to disarm themselves."
1573,14075,decontamination,noun,"the act of removing harmful, often toxic, substances from something."
1709,14211,ascent,noun,an upward slope. 
1711,14213,descent,noun,a downward slope. 
1713,14215,emergence,noun,the act or instance of coming out (of a dark place) gradually
1728,14230,insertion,noun,"the placing, fitting, or incorporating of (something) in something else"
1737,14239,placement,noun,the action or fact of placing or being placed
1796,14298,ejection,noun,ejection is a derivative of eject
1798,14300,elimination,noun,flushing or excretion of waste from the body
1801,14303,evacuation,noun,evacuation is a derivative of evacuate
1803,14305,eviction,noun,eviction is a derivative of evict
1806,14308,expulsion,noun,the action of expelling.
1812,14314,purge,noun,an act of purging people from an organization or place.
1814,14316,removal,noun,the action of removing.
1822,14324,withdrawal,noun,the act of withdrawing or removing something from a place
1830,14332,extraction,noun,the action of extracting.
1856,14358,dash,noun,an act of dashing
1864,14366,hike,noun,a long walk or walking tour.
1870,14372,jaunt,noun,a short excursion for pleasure.
1879,14381,march,noun,an act or instance of marching.
1900,14402,scramble,noun,a walk up steep terrain involving the use of one' s hands. 
1904,14406,shuffle,noun,"a shuffling movement, walk "
1912,14414,slog,noun,"a difficult, exhausting march or hike"
1916,14418,sprint,noun,"a short, fast race in cycling, horse racing, etc."
1920,14422,step,noun,a motion of the foot and leg which results in overall motion of a body.
1925,14427,stroll,noun,a short leisurely walk.
1930,14432,swim,noun,an act or period of swimming
1947,14449,walk,noun,an excursion or act of travelling on foot.
1955,14457,crawl,noun,an act of crawling. 
1978,14480,way,noun,used with a verb and adverbial phrase to intensify the force of an action or to denote movement or progress.
1989,14491,ramble,noun,a walk typically for pleasure
1991,14493,hiker,noun,a person involved in walking to enjoy the beauty of nature.
2019,14521,gaze,noun, a steady intent look
2021,14523,glance,noun,a brief or hurried look
2024,14526,look,noun,the act of directing one' s gaze in a specified direction
2026,14528,observation,noun,the action or process of closely observing or monitoring
2029,14531,peek,noun,a quick or furtive look
2035,14537,sniff,noun,"the action of drawing air audibly through the nose, especially for smelling"
2038,14540,stare,noun,a fixed look at someone or something with the eyes wide open
2040,14542,taste,noun,the sensation of flavour perceived in the mouth on contact with a substance
2069,14571,goosebump,noun,"a pimply state of the skin with the hairs erect, produced by cold or fright"
2071,14573,pain,noun,a strongly unpleasant bodily sensation such as is caused by illness or injury.
2075,14577,discomfort,noun,a state of physical distress
2186,14688,perception,noun,the process of becoming aware of something through the senses.
2192,14694,experience,noun,an event or occurrence which leaves an impression on one.
2195,14697,aroma,noun,a pleasant and distinctive smell.
2196,14698,bouquet,noun,the characteristic scent of a wine or perfume.
2197,14699,feel,noun,a sensation given by an object or material when touched. 
2198,14700,feeling,noun,an emotional state or reaction
2199,14701,flavour,noun,the distinctive taste of a food or drink.
2200,14702,fragrance,noun,"a pleasant, sweet smell or perfume"
2201,14703,incense,noun,"a gum, spice, or other substance that is burned for the sweet smell it produces"
2202,14704,noise,noun,"a loud, unpleasant sound"
2203,14705,odor,noun,a distinctive smell.
2204,14706,perception,noun,the ability to become aware of something through the senses
2205,14707,perfume,noun,a pleasant smell.
2206,14708,reek,noun,a foul smell.
2207,14709,savour,noun,"a characteristic taste, flavour, or smell."
2208,14710,scent,noun,"a distinctive, pleasant smell"
2209,14711,sensation,noun,a physical feeling or perception resulting from something that happens to or comes into contact with the body
2210,14712,sense,noun,an awareness of something or feeling that something is the case.
2211,14713,sight,noun,the action or fact of seeing someone or something
2212,14714,smell,noun, a quality in something that is perceived by this faculty
2213,14715,sound,noun,vibrations which travel through the air or another medium and are sensed by the ear
2214,14716,stink,noun,"a strong, unpleasant smell"
2215,14717,taste,noun,the sensation of flavour perceived in the mouth on contact with a substance.
2216,14718,whiff,noun,a smell that is smelt only briefly or faintly.
2217,14719,scene,noun,"a real or imaginary complex visual image, usually suggesting a prototypical situation"
2218,14720,image,noun,something that invokes the visual senses
2219,14721,coup,noun,a violent or illegal seizure of power
2221,14723,insurrection,noun, a rising in open resistance to established authority
2222,14724,mutiny,noun,"an open revolt against constituted authority, especially by soliders or sailors against their officers."
2225,14727,rebellion,noun,"n. open reisitance to authority, esp. organized armed resistance to an established government."
2227,14729,revolution,noun,"the forcible overthrow of a government or social order, in favor of a new system."
2228,14730,uprising,noun,an act of resistance or rebellion.
2232,14734,overthrow,noun, a removal from power; a defeat or downfall. 
2233,14735,revolt,noun, an attempt to end the authority of a person or body by rebelling.
2236,14738,election,noun,"a formal procedure whereby a person is elected, especially to a political office."
2243,14745,revolutionary,noun,a person who revolts or advocates revolution.
2244,14746,independence,noun,"freedom from a former leader
"
2245,14747,rising,noun,a revolt against an authority
2246,14748,freedom,noun,A state with no overarching control or control defined fairly by those residing in said state.
2247,14749,ouster,noun,"A situation in which a person holding some office is removed from that office abruptly. This term usually implies that regular proceedure is not followed, and some degree of force or coercion is used. Takes the FE Old_leader in a PP[of]."
2248,14750,bishop,noun,"a senior member of the Christian clergy, usually in charge of a diocese and empowered to confer holy orders."
2249,14751,boss,noun,a person who is in charge of an employee or organization. 
2250,14752,captain,noun,"the person in command (of a ship, airplane, sports team, etc)."
2251,14753,chairman,noun,"a person in charge of a meeting, committee, company, or other organization. "
2252,14754,chairperson,noun,a chairman or chairwoman (used as a neutral alternative). 
2253,14755,chief,noun,the head of an organization. 
2254,14756,chieftain,noun,the leader of a people or clan. 
2256,14758,commandant,noun,an officer in charge of a particular force or institution. 
2257,14759,commander,noun,"a person in authority, especially in a military context. "
2258,14760,director,noun," person who is in charge of an activity, department, or organization. "
2259,14761,emperor,noun,the ruler of an empire.
2260,14762,general,noun,"a commander of an army, or an army officer ranking above lieutenant general."
2262,14764,governor,noun,"head of a public institution or a state, district, etc."
2263,14765,head,noun,a person in charge; a director or leader. 
2265,14767,imam,noun,the person who leads prayers in a mosque. 
2266,14768,king,noun,"the male ruler of an independent state, especially one who inherits the position by right of birth."
2268,14770,leader,noun,"the person who leads, commands, or precedes a group, organization, or country."
2269,14771,mayor,noun,the elected head of the municipal corporation of a city or borough. 
2270,14772,minister,noun,a head of a government department. 
2271,14773,monarch,noun,"a sovereign head of state, especially a king, queen, or emperor. "
2272,14774,premier,noun,a Prime Minister or other head of government. 
2274,14776,president [political],noun,the elected head of a republican state. 
2275,14777,principal,noun,"the head or senior person in an organization or group, especially a school or collge."
2276,14778,queen,noun,"the female ruler of an independent state, especially one who inherits the position by right of birth. "
2279,14781,ruler,noun,a person or agent exercising government or dominion. 
2281,14783,shah,noun,a title of the former monarch of Iran. 
2282,14784,sovereign,noun,"a supreme ruler, especially a monarch. "
2283,14785,sultan,noun,a Muslim sovereign. .
2284,14786,vice-captain,noun,a person serving in the place of or as a deputy for the captain
2285,14787,vice-chairman,noun,a person deputizing for a chairman and serving in his place during his absence or indisposition
2286,14788,vice-president [political],noun,an official or executive ranking below and deputizing for a president.
2287,14789,vice-principal,noun,an officer ranking immediately below a principal and serving as his/her deputy
2288,14790,viceroy,noun,a ruler exercising authority in a colony on behalf of a sovereign.
2289,14791,caliph,noun,"the chief Muslim civil and religious ruler, regarded as the successor of Muhammad"
2290,14792,suzerain,noun,a sovereign or state having some control over another state that is internally autonomous
2291,14793,satrap,noun, a subordinate or local ruler
2292,14794,rector,noun,a leader in charge of a church or other institution
2293,14795,headmaster,noun,chiefly Brit. a male head teacher.
2294,14796,doyen,noun,the most respected or prominent person in a particular field.
2295,14797,doyenne,noun,(feminine) the most  respected or prominent person in a particular field 
2296,14798,empress,noun,"the female ruler of an empire, or the wife/widow of an emperor"
2297,14799,maharaja,noun,historical an Indian prince
2298,14800,tsar,noun,an emperor of Russia before 1917
2299,14801,tsarina,noun,an empress of Russia before 1917
2300,14802,sheik,noun,"an Arab leader, especially the chief or head of a tribe, family, or village"
2301,14803,vizier,noun,"high official in some Muslim countries, especially in Turkey under Ottoman rule"
2302,14804,duchess,noun,"the wife/widow of a duke, or a woman holding a rank equivalent to duke "
2303,14805,khan,noun,"a title given to rulers and officials in central Asia, Afghanistan, and certain other Muslim countries. "
2304,14806,khedive,noun,the title of the viceroy of Egypt under Turkish rule 1867-1914
2305,14807,kaiser,noun,"the German Emperor, the Emperor of Austria, or the head of the Holy Roman Empire."
2306,14808,pasha,noun,The title of a Turkish officer of high rank. 
2307,14809,overlord,noun," A ruler, especially a feudal lord. "
2308,14810,baron,noun,"a member of the lowest order in British nobility, or a powerful person in business or industry"
2309,14811,dictator,noun,a ruler with total power over a country
2310,14812,official,noun,a person holding public office or having official duties.
2311,14813,prime minister,noun,the head of an elected government; the principal minister of a sovereign or state.
2312,14814,authority,noun,a person or organization exerting control in a particular political or administrative sphere.
2313,14815,drug lord,noun,The leader of a criminal organization which traffics in illegal drugs
2314,14816,government,noun,"the collective powers that govern a political entity, conceptualized as a legal person."
2315,14817,power [govt],noun,a country viewed in terms of its international influence and military strength
2317,14819,regime,noun,"a government, especially an authoritarian one."
2318,14820,director general,noun,the chief executive of a large organization.
2319,14821,command,noun,"authority, especially over armed forces."
2320,14822,charge,noun,"command, control."
2321,14823,power [rule],noun,political authority or control.
2322,14824,rule,noun,control or government.
2323,14825,high-priest,noun,a priest with authority over a large number of people.
2324,14826,diplomat,noun,an official representing a country abroad.
2325,14827,legislature,noun,the group within government that makes laws.
2326,14828,congressman,noun,"a male official who is a member of congress, and especially of the US House of Representatives"
2327,14829,leadership,noun,the elected official or officials
2328,14830,senate,noun,a legislative body of governement officials
2329,14831,mogul,noun,"a powerful head of a major company, especially with respect to a particular industry"
2330,14832,prince,noun,"In terms of a monarchical government, the royal heir to kingship"
2331,14833,administration,noun,the government under a given leader
2333,14835,representative,noun,a politician that represents a constituent in a democratic government
2334,14836,executive,noun,"the head of a business, law, or government agency"
2335,14837,crown prince,noun,a prince
2336,14838,legislator,noun,an elected official working in the legislature; one who makes the laws
2338,14840,secretary,noun,"the person in charge of a subsection of the government, i.e. the Secretary of Defense"
2339,14841,lawmaker,noun,An official who works to create legislation
2341,14843,CEO,noun,See: chief executive officer.n
2342,14844,chief executive officer,noun,the highest ranking executive in charge of total management of a company or organization.
2343,14845,officer,noun,a person who is in a role of authority in an institution
2344,14846,state,noun,"a metonymic term for governmental actions, departments, and personnel "
2345,14847,despot,noun,a rule who holds absolute power
2346,14848,tyrant,noun,a cruel ruler
2348,14850,superintendent,noun,middle rank person in charge of a public institution.
2349,14851,commissioner,noun,the head of a public organization 
